Train_No,Total_Distance,Number_of_Stops,Start_Departure_Minute,End_Arrival_Minute,Journey_Duration_Minutes
12269,2156,7,400.0,635.0,1675.0
12270,2155,7,945.0,1210.0,1705.0
12273,1516,6,515.0,385.0,1310.0
12274,1517,6,775.0,640.0,1305.0
12275,629,2,1360.0,385.0,465.0
12276,629,2,1335.0,350.0,455.0
12277,504,8,865.0,1315.0,450.0
12278,503,8,345.0,820.0,475.0
12279,385,11,920.0,1325.0,405.0
12280,388,11,420.0,850.0,430.0
12281,1714,6,480.0,385.0,1345.0
12282,1717,6,775.0,645.0,1310.0
12283,2636,11,1410.0,1180.0,2650.0
12284,2634,11,1295.0,940.0,2525.0
12285,1651,6,790.0,635.0,1285.0
12286,1652,6,945.0,840.0,1335.0
12289,841,4,1215.0,440.0,665.0
12290,841,4,1240.0,485.0,685.0
12291,364,7,1365.0,315.0,390.0
12292,363,7,1410.0,360.0,390.0
12293,1353,5,1045.0,755.0,1150.0
12294,1352,5,1170.0,895.0,1165.0
12295,2703,36,540.0,545.0,2885.0
12296,2697,37,1210.0,1220.0,2890.0
12297,623,4,1350.0,430.0,520.0
12298,622,4,1295.0,380.0,525.0
12301,1438,8,1015.0,600.0,1025.0
12302,1439,8,1015.0,590.0,1015.0
12303,1516,25,485.0,365.0,1320.0
12304,1517,25,1055.0,1015.0,1400.0
12305,1516,9,845.0,600.0,1195.0
12306,1517,9,1015.0,735.0,1160.0
12307,1803,28,1420.0,410.0,1870.0
12308,1805,28,1230.0,240.0,1890.0
12309,987,6,1140.0,460.0,760.0
12310,987,6,1035.0,330.0,735.0
12311,1699,39,1180.0,270.0,1970.0
12312,1700,40,1435.0,475.0,1920.0
12313,1448,8,1010.0,625.0,1055.0
12314,1449,8,985.0,610.0,1065.0
12315,2119,23,790.0,165.0,2255.0
12316,2120,23,20.0,910.0,2330.0
12317,1884,23,460.0,1040.0,2020.0
12318,1885,23,355.0,915.0,2000.0
12319,1416,12,790.0,720.0,1370.0
12320,1417,11,1020.0,1040.0,1460.0
12321,2165,48,1320.0,685.0,2245.0
12322,2167,49,1290.0,705.0,2295.0
12323,1425,9,1130.0,1025.0,1335.0
12324,1426,9,425.0,360.0,1375.0
12325,1792,18,460.0,960.0,1940.0
12326,1793,18,415.0,915.0,1940.0
12327,1577,20,780.0,1090.0,1750.0
12328,1577,20,1330.0,195.0,1745.0
12329,1435,8,790.0,710.0,1360.0
12330,1436,8,1150.0,1045.0,1335.0
12331,2010,32,1435.0,755.0,2200.0
12332,2011,32,1365.0,690.0,2205.0
12333,878,31,1200.0,720.0,960.0
12334,879,31,940.0,450.0,950.0
12335,1917,39,540.0,1200.0,2100.0
12336,1918,38,485.0,1110.0,2065.0
12337,146,4,610.0,745.0,135.0
12338,146,4,790.0,940.0,150.0
12339,258,13,1040.0,1300.0,260.0
12340,259,13,355.0,625.0,270.0
12341,199,7,1100.0,1295.0,195.0
12342,200,7,330.0,525.0,195.0
12343,571,6,1325.0,480.0,595.0
12344,571,6,1200.0,360.0,600.0
12345,1023,13,950.0,590.0,1080.0
12346,1023,13,750.0,310.0,1000.0
12347,206,9,715.0,935.0,220.0
12348,206,9,995.0,1215.0,220.0
12349,1206,13,1050.0,780.0,1170.0
12350,1206,13,1425.0,1200.0,1215.0
12351,528,23,1235.0,375.0,580.0
12352,529,23,1270.0,395.0,565.0
12353,1299,18,495.0,440.0,1385.0
12354,1300,18,1160.0,1135.0,1415.0
12355,1506,19,420.0,630.0,1650.0
12356,1506,19,1210.0,1385.0,1615.0
12357,1807,15,730.0,1040.0,1750.0
12358,1807,15,355.0,695.0,1780.0
12359,534,13,1205.0,330.0,565.0
12360,534,13,1205.0,315.0,550.0
12361,2043,21,1185.0,375.0,2070.0
12362,2044,21,665.0,1395.0,2170.0
12363,621,11,545.0,1220.0,675.0
12364,620,11,510.0,1180.0,670.0
12365,410,12,360.0,835.0,475.0
12366,407,12,865.0,1335.0,470.0
12367,1193,21,675.0,480.0,1245.0
12368,1193,21,880.0,745.0,1305.0
12369,1525,20,780.0,1000.0,1660.0
12370,1526,20,1430.0,195.0,1645.0
12371,2245,29,495.0,1425.0,2370.0
12372,2246,29,70.0,990.0,2360.0
12373,217,7,545.0,765.0,220.0
12374,216,7,660.0,880.0,220.0
12375,1729,27,880.0,1315.0,1875.0
12376,1727,27,960.0,1365.0,1845.0
12377,718,10,1395.0,730.0,775.0
12378,718,10,1065.0,405.0,780.0
12379,1889,15,790.0,1185.0,1835.0
12380,1890,15,655.0,1045.0,1830.0
12381,1438,22,495.0,365.0,1310.0
12382,1439,22,1055.0,1015.0,1400.0
12383,221,9,1020.0,1255.0,235.0
12384,222,9,405.0,640.0,235.0
12389,2348,17,345.0,1245.0,2340.0
12390,2353,17,420.0,1300.0,2320.0
12391,1092,33,480.0,310.0,1270.0
12392,1092,33,790.0,610.0,1260.0
12393,987,5,1055.0,470.0,855.0
12394,987,5,1045.0,455.0,850.0
12395,1287,15,1125.0,910.0,1225.0
12396,1287,15,1435.0,1385.0,1390.0
12397,981,15,860.0,275.0,855.0
12398,981,15,730.0,195.0,905.0
12401,1049,28,970.0,710.0,1180.0
12402,1049,28,1200.0,885.0,1125.0
12405,1461,29,340.0,450.0,1550.0
12406,1464,29,920.0,950.0,1470.0
12407,1821,19,495.0,1055.0,2000.0
12408,1824,19,570.0,1115.0,1985.0
12409,1613,35,210.0,450.0,1680.0
12410,1608,35,920.0,1145.0,1665.0
12411,247,9,420.0,690.0,270.0
12412,247,9,1050.0,1315.0,265.0
12413,1016,21,845.0,500.0,1095.0
12414,1017,22,1090.0,740.0,1090.0
12415,815,23,995.0,410.0,855.0
12416,817,22,1270.0,700.0,870.0
12417,624,6,1290.0,420.0,570.0
12418,624,7,1280.0,410.0,570.0
12419,504,16,360.0,905.0,545.0
12420,504,16,745.0,1285.0,540.0
12421,1927,23,660.0,1325.0,2105.0
12422,1929,23,870.0,1425.0,1995.0
12423,2422,22,1160.0,620.0,2340.0
12424,2423,22,970.0,480.0,2390.0
12425,576,5,1240.0,345.0,545.0
12426,576,5,1180.0,300.0,560.0
12427,844,12,960.0,395.0,875.0
12428,844,13,1275.0,660.0,825.0
12431,2841,19,1155.0,760.0,2485.0
12432,2840,19,655.0,295.0,2520.0
12433,2156,10,370.0,625.0,1695.0
12434,2155,10,955.0,1215.0,1700.0
12435,2452,26,1090.0,835.0,2625.0
12436,2454,26,565.0,445.0,2760.0
12437,1651,7,765.0,625.0,1300.0
12438,1652,7,955.0,840.0,1325.0
12439,1297,8,1075.0,650.0,1015.0
12440,1300,8,960.0,540.0,1020.0
12441,1487,10,840.0,655.0,1255.0
12442,1483,10,945.0,720.0,1215.0
12443,1572,14,510.0,710.0,1640.0
12444,1572,14,1150.0,1230.0,1520.0
12445,654,11,1250.0,520.0,710.0
12446,654,11,1140.0,405.0,705.0
12447,676,12,1025.0,325.0,740.0
12448,679,12,1210.0,515.0,745.0
12449,2159,14,680.0,1425.0,2185.0
12450,2157,14,125.0,885.0,2200.0
12451,430,3,1425.0,395.0,410.0
12452,430,3,1435.0,390.0,395.0
12453,1333,7,1030.0,650.0,1060.0
12454,1336,7,960.0,630.0,1110.0
12455,790,21,1365.0,795.0,870.0
12456,790,21,1005.0,440.0,875.0
12457,455,14,1415.0,440.0,465.0
12458,455,14,1350.0,370.0,460.0
12459,447,15,820.0,1305.0,485.0
12460,447,17,375.0,855.0,480.0
12461,618,18,1275.0,480.0,645.0
12462,619,16,1185.0,400.0,655.0
12463,614,8,1345.0,515.0,610.0
12464,615,8,1140.0,340.0,640.0
12465,905,29,360.0,1335.0,975.0
12466,906,29,355.0,1350.0,995.0
12467,700,22,1435.0,755.0,760.0
12468,699,22,975.0,290.0,755.0
12469,1025,14,1040.0,710.0,1110.0
12470,1025,14,1210.0,890.0,1120.0
12471,2017,26,475.0,1030.0,1995.0
12472,2019,26,550.0,1085.0,1975.0
12473,1736,24,690.0,1030.0,1780.0
12474,1739,25,550.0,855.0,1745.0
12475,2055,31,330.0,1030.0,2140.0
12476,2058,31,550.0,1250.0,2140.0
12477,2064,31,315.0,1030.0,2155.0
12478,2066,31,550.0,1260.0,2150.0
12479,934,17,1125.0,695.0,1010.0
12480,932,17,810.0,390.0,1020.0
12481,409,15,790.0,1240.0,450.0
12482,409,15,355.0,815.0,460.0
12483,3290,27,560.0,1185.0,3505.0
12484,3288,27,355.0,915.0,3440.0
12485,1937,27,660.0,1350.0,2130.0
12486,1940,27,885.0,1425.0,1980.0
12487,1364,19,1200.0,1260.0,1500.0
12488,1364,19,450.0,505.0,1495.0
12489,1244,22,820.0,720.0,1340.0
12490,1244,22,875.0,790.0,1355.0
12491,1609,22,300.0,710.0,1850.0
12492,1612,22,1210.0,130.0,1800.0
12493,1498,10,315.0,335.0,1460.0
12494,1501,10,1295.0,1285.0,1430.0
12495,1878,20,320.0,795.0,1915.0
12496,1876,20,1365.0,345.0,1860.0
12497,447,14,400.0,860.0,460.0
12498,447,15,910.0,1370.0,460.0
12501,1914,10,375.0,780.0,1845.0
12502,1914,10,1425.0,525.0,1980.0
12503,3032,23,615.0,810.0,3075.0
12504,3032,23,1210.0,1275.0,2945.0
12505,1850,30,585.0,1160.0,2015.0
12506,1850,29,405.0,1010.0,2045.0
12507,3932,58,1015.0,1140.0,4445.0
12508,3930,56,1195.0,1360.0,4485.0
12509,2992,42,1420.0,360.0,3260.0
12510,2993,41,380.0,700.0,3200.0
12511,3239,61,395.0,1035.0,3520.0
12512,3245,60,375.0,920.0,3425.0
12513,2564,31,450.0,360.0,2790.0
12514,2567,30,380.0,240.0,2740.0
12515,3932,57,760.0,1035.0,4595.0
12516,3930,56,1195.0,1360.0,4485.0
12517,1027,14,1300.0,955.0,1095.0
12518,1027,14,1260.0,900.0,1080.0
12519,2568,28,470.0,265.0,2675.0
12520,2567,28,1260.0,1050.0,2670.0
12521,3427,63,1380.0,780.0,3720.0
12522,3435,62,615.0,1370.0,3635.0
12523,1496,18,495.0,730.0,1675.0
12524,1499,18,905.0,1115.0,1650.0
12525,1584,23,1300.0,145.0,1725.0
12526,1583,23,620.0,900.0,1720.0
12527,395,11,335.0,810.0,475.0
12529,518,10,950.0,155.0,645.0
12530,522,10,300.0,890.0,590.0
12531,277,12,360.0,660.0,300.0
12532,278,12,995.0,1295.0,300.0
12533,1424,16,1185.0,1190.0,1445.0
12534,1423,15,505.0,520.0,1455.0
12535,903,13,850.0,435.0,1025.0
12536,905,12,740.0,305.0,1005.0
12537,543,15,1210.0,360.0,590.0
12538,543,15,450.0,1065.0,615.0
12539,2548,18,650.0,530.0,2760.0
12540,2541,18,1200.0,1000.0,2680.0
12541,1685,16,1310.0,240.0,1810.0
12542,1686,16,670.0,1020.0,1790.0
12545,2045,21,1005.0,360.0,2235.0
12546,2045,21,680.0,45.0,2245.0
12547,866,12,1335.0,820.0,925.0
12548,864,12,1015.0,500.0,925.0
12549,1847,18,720.0,1270.0,1990.0
12550,1858,18,300.0,860.0,2000.0
12551,3024,29,510.0,840.0,3210.0
12552,3024,29,840.0,1105.0,3145.0
12553,1167,21,570.0,405.0,1275.0
12554,1170,21,1190.0,1035.0,1285.0
12555,952,15,995.0,600.0,1045.0
12556,953,15,980.0,585.0,1045.0
12557,1057,16,755.0,470.0,1155.0
12558,1059,16,890.0,625.0,1175.0
12559,745,4,1180.0,490.0,750.0
12560,745,4,1135.0,420.0,725.0
12561,1223,22,840.0,750.0,1350.0
12562,1224,21,1240.0,1155.0,1355.0
12565,1153,11,515.0,330.0,1255.0
12566,1156,11,855.0,675.0,1260.0
12567,219,9,420.0,660.0,240.0
12568,219,9,765.0,1005.0,240.0
12569,1238,23,720.0,500.0,1220.0
12570,1238,23,1015.0,815.0,1240.0
12572,829,9,1200.0,560.0,800.0
12577,3045,41,960.0,1410.0,3330.0
12578,3051,40,440.0,865.0,3305.0
12581,745,6,1350.0,740.0,830.0
12582,745,6,1355.0,670.0,755.0
12587,1246,18,860.0,755.0,1335.0
12588,1247,18,1365.0,1230.0,1305.0
12589,1833,31,395.0,910.0,1955.0
12590,1836,31,440.0,920.0,1920.0
12591,2513,40,395.0,260.0,2745.0
12592,2504,40,1040.0,905.0,2745.0
12593,581,6,1365.0,575.0,650.0
12594,581,6,1365.0,585.0,660.0
12595,760,6,1200.0,530.0,770.0
12596,761,6,1200.0,470.0,710.0
12597,1693,13,510.0,735.0,1665.0
12598,1694,13,860.0,1115.0,1695.0
12601,883,31,1220.0,745.0,965.0
12602,885,33,805.0,340.0,975.0
12603,715,22,1005.0,345.0,780.0
12604,716,21,1010.0,355.0,785.0
12605,425,13,945.0,1380.0,435.0
12606,425,13,305.0,730.0,425.0
12607,360,12,935.0,1295.0,360.0
12608,361,13,390.0,735.0,345.0
12609,360,19,815.0,1205.0,390.0
12610,361,19,480.0,870.0,390.0
12611,2156,11,370.0,625.0,1695.0
12612,2155,11,955.0,1215.0,1700.0
12613,138,4,690.0,840.0,150.0
12614,138,4,900.0,1050.0,150.0
12615,2169,41,1155.0,430.0,2155.0
12616,2168,40,1070.0,380.0,2190.0
12617,2751,48,795.0,795.0,2880.0
12618,2748,48,555.0,615.0,2940.0
12619,893,24,920.0,450.0,970.0
12620,899,22,875.0,395.0,960.0
12621,2163,12,1320.0,425.0,1985.0
12622,2163,11,1350.0,430.0,1960.0
12623,913,21,1185.0,705.0,960.0
12624,916,22,890.0,450.0,1000.0
12625,3013,43,675.0,825.0,3030.0
12626,3010,42,685.0,885.0,3080.0
12627,2386,36,1160.0,630.0,2350.0
12628,2389,35,1275.0,820.0,2425.0
12629,2595,14,825.0,780.0,2835.0
12630,2595,14,525.0,380.0,2735.0
12631,649,15,1210.0,430.0,660.0
12632,649,16,1185.0,415.0,670.0
12633,738,17,1035.0,375.0,780.0
12634,737,18,1040.0,385.0,785.0
12635,492,10,820.0,1280.0,460.0
12636,492,11,420.0,875.0,455.0
12637,492,11,1300.0,355.0,495.0
12638,492,12,1235.0,295.0,500.0
12639,360,12,470.0,840.0,370.0
12640,361,13,900.0,1265.0,365.0
12641,2899,25,1155.0,1080.0,2805.0
12642,2898,26,430.0,525.0,2975.0
12643,2991,32,855.0,1030.0,3055.0
12644,2988,31,350.0,665.0,3195.0
12645,2786,29,1140.0,1030.0,2770.0
12646,2782,28,350.0,355.0,2885.0
12647,2650,28,905.0,855.0,2830.0
12648,2651,28,515.0,555.0,2920.0
12649,2257,9,1320.0,555.0,2115.0
12650,2258,9,385.0,1175.0,2230.0
12651,2653,15,30.0,1080.0,2490.0
12652,2652,15,430.0,205.0,2655.0
12653,336,14,1410.0,315.0,345.0
12654,335,15,1360.0,280.0,360.0
12655,1893,41,455.0,965.0,1950.0
12656,1895,42,575.0,1105.0,1970.0
12657,360,8,1395.0,310.0,355.0
12658,361,8,1360.0,275.0,355.0
12659,2579,44,885.0,830.0,2825.0
12660,2579,44,1385.0,1310.0,2805.0
12661,665,18,1265.0,530.0,705.0
12662,665,18,1095.0,355.0,700.0
12663,2005,24,970.0,210.0,2120.0
12664,2004,24,980.0,190.0,2090.0
12665,2407,32,970.0,625.0,2535.0
12666,2406,32,470.0,190.0,2600.0
12667,722,11,1135.0,490.0,795.0
12668,722,11,1025.0,330.0,745.0
12669,2348,25,1060.0,705.0,2525.0
12670,2343,24,1260.0,865.0,2485.0
12671,526,9,1265.0,375.0,550.0
12672,529,9,1185.0,305.0,560.0
12673,491,8,1330.0,375.0,485.0
12674,493,9,1360.0,405.0,485.0
12675,491,11,370.0,825.0,455.0
12676,493,12,895.0,1350.0,455.0
12677,581,14,375.0,1015.0,640.0
12678,582,14,550.0,1190.0,640.0
12679,491,12,870.0,1335.0,465.0
12680,493,12,375.0,830.0,455.0
12681,491,7,1350.0,400.0,490.0
12682,493,8,1410.0,440.0,470.0
12683,617,14,1020.0,255.0,675.0
12684,616,14,1130.0,360.0,670.0
12685,883,18,1020.0,545.0,965.0
12686,885,18,980.0,480.0,940.0
12687,3067,30,1415.0,285.0,3190.0
12688,3064,31,405.0,765.0,3240.0
12689,918,19,1100.0,665.0,1005.0
12690,920,20,1180.0,745.0,1005.0
12691,528,11,1410.0,580.0,610.0
12692,528,14,1105.0,315.0,650.0
12693,652,22,1170.0,395.0,665.0
12694,651,22,1200.0,460.0,700.0
12695,914,21,925.0,455.0,970.0
12696,916,21,1035.0,600.0,1005.0
12697,901,14,915.0,395.0,920.0
12698,903,14,1220.0,745.0,965.0
12701,791,16,1310.0,730.0,860.0
12702,793,17,885.0,295.0,850.0
12703,1549,26,445.0,545.0,1540.0
12704,1548,27,955.0,1065.0,1550.0
12705,391,14,900.0,1310.0,410.0
12706,390,14,460.0,865.0,405.0
12707,2292,20,340.0,1080.0,2180.0
12708,2294,20,430.0,1295.0,2305.0
12709,651,17,1130.0,340.0,650.0
12710,650,17,1375.0,555.0,620.0
12711,430,14,360.0,780.0,420.0
12712,429,14,845.0,1270.0,425.0
12713,358,9,385.0,715.0,330.0
12714,358,9,975.0,1330.0,355.0
12715,2056,37,570.0,1220.0,2090.0
12716,2059,36,335.0,960.0,2065.0
12717,350,13,760.0,1140.0,380.0
12718,350,13,365.0,730.0,365.0
12719,1718,21,1060.0,30.0,1850.0
12720,1720,21,1230.0,185.0,1835.0
12721,1662,46,1350.0,245.0,1775.0
12722,1662,46,1380.0,300.0,1800.0
12723,1669,18,385.0,545.0,1600.0
12724,1669,16,1045.0,1175.0,1570.0
12725,491,17,780.0,1310.0,530.0
12726,488,17,315.0,845.0,530.0
12727,718,21,1045.0,375.0,770.0
12728,719,21,1035.0,350.0,755.0
12729,658,13,1320.0,600.0,720.0
12730,658,13,1280.0,560.0,720.0
12731,790,16,1000.0,425.0,865.0
12732,790,16,1205.0,635.0,870.0
12733,661,23,1105.0,385.0,720.0
12734,661,23,1085.0,365.0,720.0
12735,686,11,1230.0,500.0,710.0
12736,686,11,1005.0,300.0,735.0
12737,575,21,1220.0,395.0,615.0
12738,575,21,1275.0,450.0,615.0
12739,708,12,1230.0,490.0,700.0
12740,708,12,1230.0,460.0,670.0
12741,2243,21,1145.0,730.0,2465.0
12742,2238,20,840.0,535.0,2575.0
12747,353,15,345.0,730.0,385.0
12748,353,15,825.0,1200.0,375.0
12749,441,19,1240.0,275.0,475.0
12750,438,19,1350.0,385.0,475.0
12757,305,14,500.0,820.0,320.0
12758,305,14,905.0,1225.0,320.0
12759,797,17,1090.0,480.0,830.0
12760,798,17,1110.0,495.0,825.0
12761,712,12,1360.0,655.0,735.0
12762,710,12,1155.0,490.0,775.0
12763,744,19,1020.0,350.0,770.0
12764,743,19,1110.0,420.0,750.0
12765,1305,24,910.0,890.0,1420.0
12766,1305,24,405.0,395.0,1430.0
12767,1572,19,915.0,1155.0,1680.0
12768,1578,19,890.0,1135.0,1685.0
12769,711,17,910.0,245.0,775.0
12770,711,17,1060.0,395.0,775.0
12771,587,14,1320.0,495.0,615.0
12772,586,14,1320.0,505.0,625.0
12773,1590,16,965.0,1110.0,1585.0
12774,1589,16,340.0,545.0,1645.0
12775,598,11,1210.0,415.0,645.0
12776,598,11,1245.0,445.0,640.0
12777,1295,22,405.0,390.0,1425.0
12778,1297,22,770.0,760.0,1430.0
12779,2148,29,910.0,380.0,2350.0
12780,2151,29,900.0,390.0,2370.0
12781,2602,32,1210.0,1030.0,2700.0
12782,2602,32,350.0,295.0,2825.0
12783,710,15,1135.0,460.0,765.0
12784,708,15,1075.0,410.0,775.0
12785,623,17,1145.0,385.0,680.0
12786,623,16,1100.0,340.0,680.0
12791,1843,29,600.0,1135.0,1975.0
12792,1840,28,735.0,1290.0,1995.0
12795,314,4,1050.0,1370.0,320.0
12796,314,4,330.0,645.0,315.0
12797,707,22,1205.0,535.0,770.0
12798,707,24,1050.0,380.0,770.0
12801,1860,32,1305.0,265.0,1840.0
12802,1860,31,1345.0,320.0,1855.0
12803,2076,21,500.0,1030.0,1970.0
12804,2076,21,350.0,1050.0,2140.0
12805,688,21,375.0,1125.0,750.0
12806,689,21,430.0,1180.0,750.0
12807,1900,41,385.0,1005.0,2060.0
12808,1895,40,515.0,1090.0,2015.0
12809,1972,44,1235.0,350.0,1995.0
12810,1979,42,1215.0,320.0,1985.0
12811,1701,18,15.0,225.0,1650.0
12812,1709,18,580.0,815.0,1675.0
12813,254,8,1050.0,1290.0,240.0
12814,253,9,375.0,620.0,245.0
12815,1794,29,655.0,1025.0,1810.0
12816,1788,29,385.0,725.0,1780.0
12817,1291,19,880.0,835.0,1395.0
12818,1294,19,1185.0,1005.0,1260.0
12819,1774,13,950.0,1250.0,1740.0
12820,1774,13,425.0,740.0,1755.0
12821,504,15,360.0,860.0,500.0
12822,503,16,705.0,1215.0,510.0
12823,1255,12,720.0,545.0,1265.0
12824,1266,12,1045.0,910.0,1305.0
12825,1297,9,1425.0,1255.0,1270.0
12826,1300,9,415.0,295.0,1320.0
12827,323,14,1010.0,1340.0,330.0
12828,323,15,330.0,680.0,350.0
12829,1222,21,1270.0,1040.0,1210.0
12830,1222,21,720.0,535.0,1255.0
12831,725,12,1060.0,480.0,860.0
12832,722,12,1215.0,570.0,795.0
12833,2097,63,15.0,810.0,2235.0
12834,2098,64,1435.0,805.0,2250.0
12835,1891,24,1105.0,300.0,2075.0
12836,1891,25,510.0,1145.0,2075.0
12837,504,14,1355.0,420.0,505.0
12838,503,14,1220.0,290.0,510.0
12839,1664,35,1425.0,230.0,1685.0
12840,1663,36,1425.0,240.0,1695.0
12841,1664,15,890.0,1020.0,1570.0
12842,1663,17,525.0,710.0,1625.0
12843,2148,43,1050.0,445.0,2275.0
12844,2141,43,1120.0,535.0,2295.0
12845,1510,21,450.0,650.0,1640.0
12846,1510,21,505.0,670.0,1605.0
12847,185,5,670.0,860.0,190.0
12848,186,5,930.0,1120.0,190.0
12849,1312,18,695.0,585.0,1330.0
12850,1305,18,1060.0,1010.0,1390.0
12851,1412,17,535.0,535.0,1440.0
12852,1409,17,1270.0,1215.0,1385.0
12853,889,31,1100.0,630.0,970.0
12854,897,31,940.0,475.0,975.0
12855,416,16,955.0,1380.0,425.0
12856,405,17,390.0,820.0,430.0
12857,185,8,395.0,597.0,202.0
12858,186,8,625.0,830.0,205.0
12859,1972,27,360.0,750.0,1830.0
12860,1979,26,830.0,1280.0,1890.0
12861,578,18,905.0,70.0,605.0
12862,576,19,160.0,810.0,650.0
12863,1959,35,1235.0,435.0,2080.0
12864,1959,36,1175.0,385.0,2090.0
12865,344,9,510.0,850.0,340.0
12866,343,9,880.0,1230.0,350.0
12867,1922,17,1410.0,530.0,2000.0
12868,1922,16,750.0,1360.0,2050.0
12869,1972,20,665.0,1170.0,1945.0
12870,1979,19,875.0,1395.0,1960.0
12871,745,31,415.0,1215.0,800.0
12872,746,31,315.0,1130.0,815.0
12873,1322,21,820.0,835.0,1455.0
12874,1325,21,1185.0,1195.0,1450.0
12875,1911,42,655.0,1305.0,2090.0
12876,1912,41,385.0,1010.0,2065.0
12877,1333,15,1000.0,650.0,1090.0
12878,1336,15,960.0,680.0,1160.0
12879,1790,20,15.0,435.0,1860.0
12880,1798,20,430.0,815.0,1825.0
12881,504,9,1255.0,340.0,525.0
12882,503,9,1335.0,425.0,530.0
12883,322,12,385.0,710.0,325.0
12884,330,13,935.0,1275.0,340.0
12885,318,13,465.0,780.0,315.0
12886,317,13,800.0,1140.0,340.0
12887,504,10,1255.0,340.0,525.0
12888,503,11,1335.0,425.0,530.0
12889,1890,26,1115.0,300.0,2065.0
12890,1893,24,510.0,1140.0,2070.0
12891,311,16,260.0,600.0,340.0
12892,311,16,1030.0,1370.0,340.0
12893,395,16,405.0,820.0,415.0
12894,395,16,870.0,1300.0,430.0
12895,504,10,1255.0,340.0,525.0
12896,503,11,1335.0,425.0,530.0
12897,1423,19,1115.0,1120.0,1445.0
12898,1423,19,720.0,795.0,1515.0
12901,490,14,1325.0,395.0,510.0
12902,490,14,1320.0,385.0,505.0
12903,1885,34,1285.0,330.0,1925.0
12904,1888,35,1285.0,305.0,1900.0
12905,2559,30,470.0,215.0,2625.0
12906,2566,30,1370.0,1105.0,2615.0
12907,1355,5,995.0,825.0,1270.0
12908,1358,5,1295.0,995.0,1140.0
12909,1355,9,995.0,580.0,1025.0
12910,1358,9,935.0,490.0,995.0
12911,1427,16,940.0,1000.0,1500.0
12912,1430,16,1125.0,1100.0,1415.0
12913,650,14,1235.0,505.0,710.0
12914,650,14,1140.0,410.0,710.0
12915,930,20,1110.0,610.0,940.0
12916,933,20,920.0,460.0,980.0
12917,1075,10,1025.0,640.0,1055.0
12918,1077,10,835.0,370.0,975.0
12919,1598,52,745.0,1105.0,1800.0
12920,1601,51,415.0,770.0,1795.0
12921,262,14,1075.0,1355.0,280.0
12922,262,14,325.0,610.0,285.0
12923,606,12,1285.0,505.0,660.0
12924,606,12,1140.0,340.0,640.0
12925,1810,42,720.0,1160.0,1880.0
12926,1813,41,490.0,885.0,1835.0
12927,391,7,1420.0,355.0,375.0
12928,391,7,1350.0,285.0,375.0
12929,344,19,435.0,805.0,370.0
12930,344,19,890.0,1265.0,375.0
12931,490,11,860.0,1300.0,440.0
12932,490,11,360.0,780.0,420.0
12933,490,11,820.0,1285.0,465.0
12934,490,10,295.0,755.0,460.0
12935,251,10,410.0,670.0,260.0
12936,251,10,965.0,1225.0,260.0
12937,2509,17,1060.0,785.0,2605.0
12938,2508,17,1380.0,990.0,2490.0
12939,1289,13,935.0,820.0,1325.0
12940,1290,12,555.0,485.0,1370.0
12941,2308,32,1050.0,620.0,2450.0
12942,2308,32,1190.0,670.0,2360.0
12943,1301,12,1215.0,1150.0,1375.0
12944,1301,12,480.0,455.0,1415.0
12946,632,14,1195.0,435.0,680.0
12947,1754,19,1300.0,270.0,1850.0
12948,1754,19,1415.0,320.0,1785.0
12949,2664,37,490.0,485.0,2875.0
12950,2670,37,1285.0,1230.0,2825.0
12951,1373,8,1020.0,515.0,935.0
12952,1376,8,985.0,495.0,950.0
12953,1366,13,1060.0,655.0,1035.0
12954,1369,13,1010.0,585.0,1015.0
12955,1157,19,1130.0,760.0,1070.0
12956,1158,19,840.0,460.0,1060.0
12957,931,10,1060.0,450.0,830.0
12958,934,10,1195.0,580.0,825.0
12959,972,20,5.0,1070.0,1065.0
12960,972,20,1110.0,720.0,1050.0
12961,831,19,1150.0,555.0,845.0
12962,831,19,980.0,370.0,830.0
12963,735,18,1140.0,435.0,735.0
12964,733,18,1095.0,395.0,740.0
12967,2179,32,1060.0,375.0,2195.0
12968,2174,32,1175.0,585.0,2290.0
12969,2673,39,560.0,375.0,2695.0
12970,2667,39,1175.0,1080.0,2785.0
12971,778,20,1290.0,630.0,780.0
12972,778,20,1115.0,520.0,845.0
12973,593,8,1345.0,500.0,595.0
12974,593,8,1265.0,430.0,605.0
12975,2483,42,620.0,375.0,2635.0
12976,2483,43,1175.0,945.0,2650.0
12977,778,17,1225.0,728.0,943.0
12978,2560,32,1280.0,200.0,360.0
12979,1146,17,950.0,645.0,1135.0
12980,1147,17,1225.0,860.0,1075.0
12981,672,21,1180.0,470.0,730.0
12982,672,21,1035.0,305.0,710.0
12983,715,15,1075.0,405.0,770.0
12984,715,15,1250.0,580.0,770.0
12985,302,6,360.0,630.0,270.0
12986,302,6,1055.0,1325.0,270.0
12987,1637,22,1375.0,165.0,1670.0
12988,1638,22,770.0,960.0,1630.0
12989,974,23,875.0,495.0,1060.0
12990,976,23,1160.0,760.0,1040.0
12991,434,15,360.0,810.0,450.0
12992,434,15,840.0,1290.0,450.0
12993,2288,27,1365.0,970.0,2485.0
12994,2295,27,1185.0,780.0,2475.0
12995,944,19,950.0,535.0,1025.0
12996,945,19,1295.0,860.0,1005.0
13005,1906,57,1150.0,535.0,2265.0
13006,1907,56,1120.0,440.0,2200.0
